rank,uid,username,type,accompany,medal_name,medal_level
1,1298744,めいじゃ_,提督,613,泉塘,31
2,230449265,泉泉家のECHO,提督,796,泉塘,30
3,27660357,泉小姐家の管家流星Ali,提督,805,泉塘,29
4,39863332,请激推吃块饼干饼,提督,187,泉塘,28
5,30571987,穆宝321321,提督,181,泉塘,27
6,1865633553,俺果冻大亨,舰长,142,泉塘,30
7,1844901,INH桑,舰长,213,泉塘,27
8,9103707,-柒佑KeyU-,舰长,653,泉塘,26
9,100990414,沐竹-星间泉神教,舰长,805,泉塘,26
10,3546643745999458,是小号-,舰长,67,泉塘,26
11,4470537,反正什么都没有_语,舰长,705,泉塘,26
12,33504517,虾籽阳春面,舰长,179,泉塘,26
13,39276653,sphingo,舰长,549,泉塘,26
14,21930032,Mochizki,舰长,748,泉塘,26
15,569464277,技术力低下并且待机,舰长,463,泉塘,26
16,513458866,Echo回声___,舰长,346,泉塘,26
17,241407928,葉月-Hatsuki,舰长,497,泉塘,25
18,26117826,F常胜,舰长,327,泉塘,25
19,1590686072,o0O彼岸O0o,舰长,595,泉塘,25
20,34830556,苍蓝の酒豪,舰长,435,泉塘,25
21,455213092,爱吃芒果的Daydreamer,舰长,336,泉塘,25
22,32773100,红炽灯,舰长,212,泉塘,25
23,15571,Einzithy,舰长,368,泉塘,25
24,8432843,大交叉-official,舰长,180,泉塘,25
25,2003512509,恆星製夢观测站,舰长,428,泉塘,25
26,3494360240884421,寒山八百仞,舰长,434,泉塘,25
27,2042392251,鹭玖鸢_stargaze,舰长,225,泉塘,25
28,32327404,彩虹米饭,舰长,265,泉塘,24
29,1688280199,星间泉channel,舰长,290,泉塘,24
30,85396059,河豚黑听中___,舰长,97,泉塘,24
31,9565962,猫娘才不萌呢,舰长,92,泉塘,24
32,252697075,修罗店主,舰长,145,泉塘,24
33,38002734,我是个憨憨呢,舰长,195,泉塘,24
34,385860703,泉泉の五更雪落,舰长,131,泉塘,24
35,3546645272725664,伊娜1na,舰长,202,泉塘,24
36,2826543,粽里寻她千百度,舰长,180,泉塘,24
37,337891,love小唧love,舰长,123,泉塘,24
38,22941517,子夜寄君書-,舰长,103,泉塘,24
39,13281308,Andersener,舰长,49,泉塘,24
40,3546658994391044,一般路过神秘dd,舰长,126,泉塘,24
41,224607521,粥店王老板,舰长,145,泉塘,24
42,16653188,粉红玻璃心M4,舰长,130,泉塘,23
43,44987344,初见Yui,舰长,103,泉塘,23
44,44097,Lycerisious_夕,舰长,49,泉塘,23
45,32826022,柒玖さん,舰长,51,泉塘,23
46,2918786,异世界的舅舅舅舅,舰长,51,泉塘,23
47,1762132,奇Kiseki,舰长,69,泉塘,23
48,295541604,樱井小汐,舰长,92,泉塘,23
49,395869643,Oooverlord,舰长,104,泉塘,23
50,160803875,三箱辣条压压惊,舰长,104,泉塘,23
51,23053482,祖皇临古今,舰长,90,泉塘,23
52,182322636,紫色的夏,舰长,80,泉塘,23
53,36410543,蜜汁春卷,舰长,71,泉塘,23
54,381630126,猫娘萝莉啊啊啊,舰长,82,泉塘,23
55,305245439,逐影笔落,舰长,39,泉塘,23
56,14430066,哀伤だよ,舰长,36,泉塘,23
57,2128691654,时光无法逆流,舰长,72,泉塘,22
58,390825229,Silverlight_银光,舰长,26,泉塘,22
59,252618561,轩辕鬼星,舰长,71,泉塘,22
60,33099248,charl924,舰长,58,泉塘,22
61,3546589241019107,米汀家的月饼晴朗,舰长,36,泉塘,22
62,1033953289,鸿儒之赋,舰长,55,泉塘,22
63,32300675,小源还喜欢阿菌,舰长,42,泉塘,22
64,5859526,来一桶夹芯饼,舰长,49,泉塘,22
65,1951675,异界型香风智乃,舰长,15,泉塘,22
66,3546753582238535,回声的又一个小号,舰长,38,泉塘,22
67,31459579,MikamiPan,舰长,58,泉塘,22
68,20779899,一桐一人一,舰长,36,泉塘,22
69,175092153,阿芙卡卡official,舰长,58,泉塘,22
70,439290500,魔法dt,舰长,29,泉塘,22
71,81062280,明鉴映月明,舰长,49,泉塘,22
72,493738704,时贰live,舰长,50,泉塘,22
73,328086627,莳祺鸢,舰长,39,泉塘,22
74,169833008,Black_ink-,舰长,57,泉塘,22
75,435386315,羽贲,舰长,12,泉塘,22
76,3546674400070329,小软喵灬,舰长,24,泉塘,21
77,23287853,路过的鸦大,舰长,18,泉塘,21
78,502439224,好奇的华丽,舰长,3,泉塘,21
79,34105925,いっぺんしんでみる,舰长,28,泉塘,21
80,318539936,徐聚聚,舰长,5,泉塘,21
81,587084,朝月小仙女,舰长,3,泉塘,21
82,349522683,混世魔王绘安眠,舰长,9,泉塘,21
83,473263879,折徒,舰长,13,泉塘,21
84,7220745,Juicefff,舰长,3,泉塘,21
85,8791467,SpikesTactical15,舰长,6,泉塘,21
86,52726508,xsuni,舰长,22,泉塘,21
87,45011536,若雨无痕,舰长,18,泉塘,21
88,330851861,奇车漫步,舰长,6,泉塘,21
89,7987592,星陨殇,舰长,13,泉塘,21
90,57910455,树苏子,舰长,19,泉塘,21
91,525066906,失丶丶忆,舰长,21,泉塘,21
92,410919720,愚鸟_渡渡,舰长,3,泉塘,21
93,397836254,荔枝or梨子,舰长,5,泉塘,21
94,3546778645301481,魔女湖舅舅之家,舰长,5,泉塘,21
95,3546670862174383,不想喝没味道的水,舰长,6,泉塘,21
96,3537110116075860,cordki,舰长,28,泉塘,21
97,34330751,手打柠檬气泡茶,舰长,6,泉塘,21
98,283795572,此间的彼方_,舰长,28,泉塘,21
99,23613722,Matarah_Okina,舰长,6,泉塘,21
100,200677592,幽梦烟雨,舰长,7,泉塘,21
101,1429151083,加班是不能停的,舰长,1,泉塘,21
102,12131757,凑卡尔,舰长,3,泉塘,21
103,1212405814,菜苟_channel,舰长,7,泉塘,21
104,102410902,第二十一夜_,舰长,29,泉塘,21
