rank,uid,username,type,accompany,medal_name,medal_level
1,230449265,ECHO-回声_,提督,1189,泉塘,47
2,1298744,めいじゃ_,提督,1006,泉塘,47
3,32826022,柒玖さん,提督,444,泉塘,42
4,27660357,酸柚流星Ali,舰长,1198,泉塘,42
5,39863332,枫糖奶油饼,舰长,580,泉塘,39
6,30571987,穆宝321321,舰长,571,泉塘,39
7,85879758,新条泠,舰长,239,泉塘,35
8,85396059,河豚黑听中___,舰长,489,泉塘,35
9,8432843,大交叉-official,舰长,432,泉塘,33
10,187213,我的现任同居小男友,舰长,960,泉塘,33
11,26117826,F常胜,舰长,720,泉塘,33
12,21930032,Mochizki,舰长,1141,泉塘,33
13,241407928,葉月-Hatsuki,舰长,890,泉塘,33
14,1590686072,o0O彼岸O0o,舰长,988,泉塘,33
15,569464277,技术力低下并且待机,舰长,735,泉塘,32
16,493738704,给儍子上舰,舰长,443,泉塘,32
17,38002734,我是个憨憨呢,舰长,585,泉塘,31
18,15315886,白尘-咒凋,舰长,275,泉塘,31
19,23053482,祖皇临古今,舰长,483,泉塘,31
20,295541604,樱井小汐,舰长,477,泉塘,31
21,262232974,铍栋波炼坡,舰长,321,泉塘,30
22,32139540,吟诗小白,舰长,212,泉塘,30
23,3546645272725664,伊娜1na,舰长,595,泉塘,30
24,1033953289,鸿儒之赋,舰长,448,泉塘,30
25,20755725,夏卓风,舰长,224,泉塘,30
26,3993827,托兰格海德_Official,舰长,252,泉塘,30
27,2309133,一只喵呗,舰长,311,泉塘,29
28,672572632,惜颜墨舞,舰长,243,泉塘,29
29,577715370,1topNIKO,舰长,318,泉塘,29
30,1315517967,YoM0Y,舰长,322,泉塘,29
31,56769934,綾地小姐天下第一,舰长,195,泉塘,29
32,476067392,祈小蓝,舰长,171,泉塘,29
33,3546711928604807,请您吃拼好饭,舰长,177,泉塘,29
34,1480678340,游荡梦呓,舰长,11,泉塘,28
35,166697233,天使念经,舰长,35,泉塘,27
36,389324886,苦尽甘来的方糖,舰长,112,泉塘,27
37,1420010897,我永远喜欢博伊西,舰长,85,泉塘,27
38,649976501,温温爱哭鬼,舰长,101,泉塘,27
39,34481755,球长_,舰长,120,泉塘,27
40,15115048,原罪学者GC,舰长,113,泉塘,26
41,50110410,驴肉味火烧,舰长,92,泉塘,26
42,296301043,穹尽亿世,舰长,113,泉塘,26
43,660286260,欣曦SinCe,舰长,98,泉塘,26
44,524960801,sil_沐长,舰长,98,泉塘,26
45,35964746,爱贴贴的QQ馨,舰长,70,泉塘,26
46,630776989,迷人小妖艳,舰长,90,泉塘,26
47,36823906,Cloud_跟风云玩家,舰长,100,泉塘,25
48,290141205,大凤suki,舰长,78,泉塘,25
49,499174623,人机mirror,舰长,77,泉塘,25
50,671268400,是老甜甜,舰长,77,泉塘,25
51,40258316,Badelyn,舰长,77,泉塘,25
52,23368664,雨点不清楚你已抛低我,舰长,71,泉塘,25
53,3493110204074132,_费阳阳_,舰长,56,泉塘,25
54,35753018,吃龙的虫,舰长,81,泉塘,25
55,23757173,闷骚的节操菌,舰长,46,泉塘,25
56,398725864,乘风归去的猪,舰长,90,泉塘,25
57,3277550,切老师的猫,舰长,66,泉塘,25
58,295026598,加里奥把我补了升六,舰长,16,泉塘,24
59,3546839395601231,FAMSNAKE,舰长,77,泉塘,24
60,96807695,天阴焰龙,舰长,46,泉塘,24
61,80313739,关于我起名的这件事,舰长,40,泉塘,24
62,89305238,天渊墨痕,舰长,33,泉塘,24
63,6413726,千年巫妖狐,舰长,21,泉塘,23
64,90139515,最喜欢画画的米画诗,舰长,12,泉塘,22
65,17680425,酷酷的橙子菌,舰长,17,泉塘,22
66,23863877,极夜冰火,舰长,18,泉塘,22
67,2419853,梦竹official,舰长,14,泉塘,22
68,544486316,此间不过浮生一梦,舰长,5,泉塘,21
69,2102220755,晴初初初初初,舰长,12,泉塘,21
70,34439165,苏颜浅笑,舰长,12,泉塘,21
71,224518493,揽月映星河,舰长,21,泉塘,21
72,1239330684,椰菜Cerise,舰长,10,泉塘,21
73,444027147,Shiroust,舰长,17,泉塘,21
74,271300829,平平无奇的阿博,舰长,16,泉塘,21
75,435628439,玥之力,舰长,16,泉塘,21
