rank,uid,username,type,accompany,medal_name,medal_level
1,1298744,めいじゃ_,提督,830,泉塘,31
2,230449265,ECHO-回声-,提督,1013,泉塘,31
3,32826022,柒玖さん,提督,268,泉塘,29
4,30571987,穆宝321321,提督,398,泉塘,28
5,61048436,鑢七叶,提督,121,泉塘,27
6,85879758,倾珏子泠雫,提督,63,泉塘,27
7,1865633553,俺果冻大亨,舰长,359,泉塘,31
8,27660357,流星Ali_画画学习中,舰长,1022,泉塘,29
9,39863332,请激推吃块饼干饼,舰长,404,泉塘,28
10,13281308,Andersener,舰长,263,泉塘,27
11,33504517,虾籽阳春面_泉宝信徒,舰长,362,泉塘,27
12,4470537,反正什么都没有_语,舰长,922,泉塘,26
13,187213,我的现任同居小男友,舰长,784,泉塘,26
14,32468802,幸运の修猫咪,舰长,604,泉塘,26
15,39276653,sphingo,舰长,766,泉塘,26
16,21930032,Mochizki,舰长,965,泉塘,26
17,26117826,F常胜,舰长,544,泉塘,26
18,85396059,河豚黑听中___,舰长,314,泉塘,26
19,1590686072,o0O彼岸O0o,舰长,812,泉塘,26
20,5379791,袖白雪qwq,舰长,94,泉塘,26
21,241407928,葉月-Hatsuki,舰长,714,泉塘,26
22,493738704,给傻子上舰,舰长,267,泉塘,26
23,1688280199,星间泉izumi,舰长,507,泉塘,25
24,385860703,五更雪落Yuki,舰长,348,泉塘,25
25,38002734,我是个憨憨呢,舰长,409,泉塘,25
26,252697075,修罗店主,舰长,238,泉塘,25
27,3546645272725664,伊娜1na,舰长,419,泉塘,25
28,39012888,Osax冫,舰长,160,泉塘,25
29,23053482,祖皇临古今,舰长,307,泉塘,25
30,337891,love小唧love,舰长,274,泉塘,25
31,295541604,樱井小汐,舰长,307,泉塘,25
32,182322636,紫色的夏,舰长,277,泉塘,25
33,1033953289,鸿儒之赋,舰长,272,泉塘,25
34,262232974,铍栋波炼坡,舰长,146,泉塘,25
35,56769934,櫻島燈子_Official,舰长,149,泉塘,24
36,1552867361,HtElysia,舰长,104,泉塘,24
37,1496522837,泉塘的丛雨,舰长,94,泉塘,24
38,6937621,乌托邦的星期九,舰长,169,泉塘,24
39,527242512,捧瓜猛吃,舰长,98,泉塘,24
40,20755725,夏卓风,舰长,115,泉塘,24
41,15195322,剑人君,舰长,128,泉塘,24
42,16120966,洛伊德LloydTT,舰长,123,泉塘,24
43,577715370,1topNIKO,舰长,142,泉塘,24
44,399319144,zyiixx,舰长,124,泉塘,24
45,15315886,白尘-咒凋,舰长,99,泉塘,24
46,2021813,憨咸玉,舰长,145,泉塘,24
47,32139540,吟诗小白,舰长,79,泉塘,23
48,441991888,St_range,舰长,132,泉塘,23
49,3993827,托兰格海德_Official,舰长,94,泉塘,23
50,37111016,龙之啸风,舰长,124,泉塘,23
51,1315517967,YoM0Y,舰长,146,泉塘,23
52,1212405814,菜苟_channel,舰长,117,泉塘,23
53,71555219,我心水东流,舰长,122,泉塘,23
54,8971898,无瑕之人_爱莉希雅,舰长,94,泉塘,23
55,413457324,雨宮Hotaru,舰长,117,泉塘,23
56,2548153,醒眼来龍,舰长,107,泉塘,23
57,17405225,浅雨隐,舰长,85,泉塘,23
58,14357649,未月華丶,舰长,64,泉塘,23
59,262877,美汐瑛莉,舰长,63,泉塘,23
60,4701207,筷子呼呼大睡,舰长,64,泉塘,22
61,3546858186082583,祈云洛,舰长,80,泉塘,22
62,478153,demkro,舰长,78,泉塘,22
63,672572632,惜颜墨舞,舰长,67,泉塘,22
64,2189079,呼呼被子,舰长,49,泉塘,22
65,3546670771997398,语风光,舰长,50,泉塘,22
66,1454109228,Sirius_ash,舰长,34,泉塘,22
67,2598837,Lance君没有平底锅,舰长,54,泉塘,22
68,291015763,喜哭emm,舰长,23,泉塘,22
69,3546692884367989,无趣即无聊,舰长,22,泉塘,21
70,13055006,狸狸里里李,舰长,27,泉塘,21
71,2118946601,弈秋多喝烫水,舰长,12,泉塘,21
72,8549364,越下无铭,舰长,19,泉塘,21
73,335833939,雪落吟风华,舰长,20,泉塘,21
74,35638826,当个咸鱼多快乐,舰长,20,泉塘,21
75,99909170,诡谋lacker,舰长,20,泉塘,21
76,108445208,碧血琉璃,舰长,20,泉塘,21
77,3546797020547613,狗笨的智机子,舰长,4,泉塘,21
78,2037519885,Ooonestep,舰长,2,泉塘,21
79,192342317,苏萧灬墨,舰长,4,泉塘,21
80,15677704,霜月明akira,舰长,4,泉塘,21
81,6939406,纸流花,舰长,3,泉塘,21
82,688643553,无语988,舰长,19,泉塘,21
83,490152364,你说多可气,舰长,18,泉塘,21
84,12252470,天城黎诺,舰长,3,泉塘,21
