rank,uid,username,type,accompany,medal_name,medal_level
1,1298744,めいじゃ_,提督,842,泉塘,31
2,230449265,ECHO-回声-,提督,1025,泉塘,31
3,32826022,柒玖さん,提督,280,泉塘,29
4,30571987,穆宝321321,提督,410,泉塘,28
5,61048436,鑢七叶,提督,133,泉塘,27
6,85879758,倾珏子泠雫,提督,75,泉塘,27
7,1865633553,俺果冻大亨,舰长,371,泉塘,31
8,27660357,流星Ali_画画学习中,舰长,1034,泉塘,29
9,39863332,请激推吃块饼干饼,舰长,416,泉塘,28
10,13281308,Andersener,舰长,275,泉塘,27
11,33504517,虾籽阳春面_泉宝信徒,舰长,374,泉塘,27
12,4470537,反正什么都没有_语,舰长,934,泉塘,26
13,187213,我的现任同居小男友,舰长,796,泉塘,26
14,32468802,幸运の修猫咪,舰长,616,泉塘,26
15,39276653,sphingo,舰长,778,泉塘,26
16,26117826,F常胜,舰长,556,泉塘,26
17,21930032,Mochizki,舰长,977,泉塘,26
18,85396059,河豚黑听中___,舰长,326,泉塘,26
19,241407928,葉月-Hatsuki,舰长,726,泉塘,26
20,1590686072,o0O彼岸O0o,舰长,824,泉塘,26
21,5379791,袖白雪qwq,舰长,106,泉塘,26
22,493738704,给傻子上舰,舰长,279,泉塘,26
23,2129094116,南鹿依山,舰长,252,泉塘,26
24,385860703,五更雪落Yuki,舰长,360,泉塘,25
25,38002734,我是个憨憨呢,舰长,421,泉塘,25
26,252697075,修罗店主,舰长,250,泉塘,25
27,3546645272725664,伊娜1na,舰长,431,泉塘,25
28,39012888,Osax冫,舰长,172,泉塘,25
29,23053482,祖皇临古今,舰长,319,泉塘,25
30,182322636,紫色的夏,舰长,289,泉塘,25
31,337891,love小唧love,舰长,286,泉塘,25
32,295541604,樱井小汐,舰长,319,泉塘,25
33,1033953289,鸿儒之赋,舰长,284,泉塘,25
34,262232974,铍栋波炼坡,舰长,158,泉塘,25
35,56769934,櫻島燈子_Official,舰长,161,泉塘,24
36,1552867361,HtElysia,舰长,116,泉塘,24
37,1496522837,泉塘的丛雨,舰长,106,泉塘,24
38,577715370,1topNIKO,舰长,154,泉塘,24
39,6937621,乌托邦的星期九,舰长,181,泉塘,24
40,527242512,捧瓜猛吃,舰长,110,泉塘,24
41,32139540,吟诗小白,舰长,91,泉塘,24
42,15195322,剑人君,舰长,140,泉塘,24
43,16120966,洛伊德LloydTT,舰长,135,泉塘,24
44,47024368,小萌萌萌新,舰长,128,泉塘,24
45,399319144,zyiixx,舰长,136,泉塘,24
46,1315517967,YoM0Y,舰长,158,泉塘,24
47,15315886,白尘-咒凋,舰长,111,泉塘,24
48,441991888,St_range,舰长,144,泉塘,24
49,413457324,雨宮Hotaru,舰长,129,泉塘,24
50,3993827,托兰格海德_Official,舰长,106,泉塘,23
51,37111016,龙之啸风,舰长,136,泉塘,23
52,71555219,我心水东流,舰长,134,泉塘,23
53,8971898,无瑕之人_爱莉希雅,舰长,106,泉塘,23
54,3546858186082583,祈云洛,舰长,92,泉塘,23
55,2548153,醒眼来龍,舰长,119,泉塘,23
56,2189079,呼呼被子,舰长,61,泉塘,23
57,14357649,未月華丶,舰长,76,泉塘,23
58,262877,美汐瑛莉,舰长,75,泉塘,23
59,4701207,筷子呼呼大睡,舰长,76,泉塘,22
60,291015763,喜哭emm,舰长,35,泉塘,22
61,23217037,八翼-玲珑,舰长,35,泉塘,22
62,478153,demkro,舰长,90,泉塘,22
63,672572632,惜颜墨舞,舰长,79,泉塘,22
64,1454109228,Sirius_ash,舰长,46,泉塘,22
65,35638826,当个咸鱼多快乐,舰长,32,泉塘,22
66,476067392,祈小蓝,舰长,7,泉塘,22
67,411814804,夏笋与洛特,舰长,2,泉塘,21
68,2118946601,弈秋多喝烫水,舰长,24,泉塘,21
69,4006443,白的熊丶口牙,舰长,4,泉塘,21
70,8549364,越下无铭,舰长,31,泉塘,21
71,3546797020547613,狗笨的智机子,舰长,16,泉塘,21
72,2037519885,Ooonestep,舰长,14,泉塘,21
73,1926076220,NickelXZ,舰长,12,泉塘,21
74,192342317,苏萧灬墨,舰长,16,泉塘,21
75,15677704,霜月明akira,舰长,16,泉塘,21
76,6939406,纸流花,舰长,15,泉塘,21
77,688643553,无语988,舰长,31,泉塘,21
78,490152364,你说多可气,舰长,30,泉塘,21
79,3546711928604807,请您吃拼好饭,舰长,13,泉塘,21
80,1247118235,-太过丸美-,舰长,10,泉塘,21
81,12252470,天城黎诺,舰长,15,泉塘,21
